id,id_cliente,fecha,subtotal,iva,descuento,estado
479,168,2026-02-17,1765.99,370.86,81.12,Pagada
480,88,2026-01-19,831.67,174.65,41.32,Cancelada
481,122,2026-01-22,119.52,25.1,27.74,Pendiente
482,278,2025-09-20,285.82,60.02,88.32,Cancelada
483,271,2025-11-19,133.72,28.08,46.7,Pagada
484,121,2025-03-20,808.15,169.71,28.91,Pagada
485,178,2025-11-10,470.94,98.9,6.82,Pagada
486,124,2025-08-05,1580.97,332.0,83.3,Pagada
487,50,2025-03-02,274.13,57.57,46.07,Pendiente
488,110,2025-11-08,473.57,99.45,73.64,Cancelada
489,171,2025-07-23,258.62,54.31,16.85,Pendiente
490,253,2025-12-23,373.12,78.36,24.09,Cancelada
491,108,2025-02-28,1754.23,368.39,7.18,Pagada
492,169,2025-07-26,203.57,42.75,37.68,Pendiente
493,168,2025-03-19,1699.67,356.93,52.65,Pendiente
494,190,2025-06-14,1118.32,234.85,63.31,Pendiente
495,172,2025-07-14,1888.13,396.51,41.86,Cancelada
496,193,2025-10-18,235.57,49.47,89.82,Cancelada
497,47,2025-03-12,687.82,144.44,55.17,Pagada
498,11,2025-06-20,294.51,61.85,92.47,Pendiente
499,123,2025-10-28,811.29,170.37,67.23,Pendiente
500,285,2025-07-31,1205.54,253.16,99.88,Pagada
501,301,2026-02-22,598.49,113.7131,0.0,Pendiente
502,300,2026-02-22,14666.0,2786.54,0.0,Pendiente
503,299,2026-02-22,15746.069999999998,2991.7533,0.0,Pendiente
504,300,2026-02-22,6552.389999999999,1244.9541,0.0,Pendiente
505,301,2026-02-22,11538.239999999998,2192.2656,0.0,Pendiente
506,123,2026-02-22,970.11,184.3209,0.0,Pendiente
